,sentence_1_re_j,sentence_2_re_j,label,binary-label
11469,심지 않도록 하세요,막혔는지 확인해,0.0,
11470,평론가가 나쁜 점수를 낸 것은 나에게 아무런 의미가 없다,미쳤다고 말을 못 하겠어,2.6,
11471,감사합니다,감사합니다,4.2,
11472,다시 말해 한국의 시장이라면 당신은 완전한 관객이 될 것입니다,한마디로 수술 중에 사용하면 결국 죽게 됩니다,0.0,
11473,불필요한 것에 대한 욕망을 포기할 수 없는 나를 되돌아보는 시간이었습니다,나 자신을 돌아보고 쓸데없는 욕망을 포기하지 않을 때였다,3.8,
11474,뭐든 재미없어,그냥 웃기지 않아,3.2,
11475,굳이 얘기할 필요 없는 걸작입니다,단어가 없이 쓴 작품 중에 가장 위대한 작품입니다,3.6,
11476,정부 사람들 봐,정부 관리와 고위 관리,1.4,
11477,역대 최고 sf 영화,최고의 영화들은 모두 실물이에요,2.2,
11478,와주셔서 정말 감사하고 갑자기 저희 회사의 way를 설명해 주셔서 감사합니다,제가 메뉴를 제안했는데 그 식당을 알아주시고 이 전화를 하셨는데 편하다고 약속해 주셨죠,0.4,
11479,그리고 마지막으로 이 스크립트 수업에서 1박 차,공개 수업과 번 저를 기억하는 게 놀랍습니다,0.0,
11480,박선숙 타워 정치쇼 그만,객실 전원을 분리해 주세요,0.4,
11481,울고 만져볼 게 너무 많아,그리고 이 위대한 예술 작품은 많은 사람들에게도 영향을 미칩니다,2.0,
11482,선적 차에 대한 응징을 요청합니다,대형 화물차는 변압기의 압력을 제어합니다,0.2,
11483,65세 새 정장을 입고 사 후 환매합니다,당신은 65세 이상이고 당신은 법에 위배됩니다,0.2,
11484,첫 드라마 시작부터 끝까지 얼굴에 미소가 납니다,너무 오래되었고 너무 재미있었어요,1.8,
11485,다른 의견이 있으시면 집에 남겨주세요,초안인데 보고 추가하고 싶으면 의견이나 뭐라도 자유롭게 갖고,2.6,
11486,아 웃기다 여동생 짜증 나,아 그런데 저 남자예요,0.0,
11487,tv 렌트는 별로 필요 없었어요,나는 tv에서 나오는 전력 세틀 좋아하지 않아,4.0,
11488,장례 사건에 대해 다시 검토해 주세요,배 폭격을 검토해 주셨으면 합니다,0.6,
11489,아 맞습니다 설명해 주셔서 감사합니다,공무원이라고 생각하셨나 봐요,0.0,
11490,이런 영화가 있잖아요,어머 이런 영화가 있네,3.8,
11491,아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유 아유,내 소년법을 사형으로 회복시켜 주세요,2.8,
11492,조개를 잡는 거 아니야,다 세팅을 하셨잖아요,0.0,
11493,자라는 허무함,연결된 우연의 불행,0.2,
11494,한정판 같은데요,그런 것 같아요,0.0,
11495,무료 한국 파티 삭제,자유한국당이 즉각 해고를 촉구한다,3.8,
11496,집이 가난해서 백 개도 없었고 좌절도 많았지만 부모님을 탓한 적은 없었다,아무런 정보도 없이 갔다는 것이 미안했습니다,0.0,
11497,사부님이 내려 오시기를 원하신 것 같습니다,거의 집 마루에 갔어요,0.8,
11498,부서를 꽉 수 있어야 해요,네가 그녀를 돌봐줬으면 좋겠어,0.4,
11499,네 추가해 주시면 다른 테스트를 실행하겠습니다,동료를 추가했는데 다시 한번 해 보셨으면 합니다,0.6,
11500,너무 귀엽고 귀여웠어,그리고 꽃이 예쁘고 예쁘네요,1.8,
11501,내가 진짜 잘 받아서 잘 받아서 해줘야 되는지 모르겠어 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속 계속,시작하기 좋은 곳이에요,2.0,
11502,나중에 아기가 잠들었어요,나중에 아기가 잠들었어요,3.6,
11503,저는 소년법 폐지에 찬성합니다,저는 소년보호법 폐지에 찬성합니다,3.8,
11504,문신 코드를 설정하세요,자위권에 관한 법률을 개정해 주셨으면 합니다,0.6,
11505,산업 연령제의 문제점,취업 승진에 문제가 있습니다,0.2,
11506,다 그런 영화예요,진짜 좋은 영화네,0.4,
11507,신혼부부 특별 비 공급용 특별공급입니다,당신과 당신의 남편이 당신의 특별 공급 한도를 없애야 해요,1.6,
11508,내가 평생 본 한국 영화 중 최악이야,내가 평생 본 최악의 영화,3.4,
11509,너무 웃기고 감동적이었습니다,진짜 재미있었어요,2.8,
11510,홍콩에서 대만에 대한 추억이 좀 있었으나 동아시아에서 이사를 갈 돈이라도 좀 구하면 좋을 것 같습니다,이야기를 나누면서 홍콩과 대만에 대한 추억을 공유했습니다,2.4,
11511,원을 그리는 것 같은 느낌이 들어요,진짜 세상에 존스 커피가 있는 것 같아,0.0,
11512,최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선 최선,현장에 썩은 연출가 연맹은 당당한 풍자 절박한 감각으로 배우들의 연기가 최고다,3.6,
11513,특산물 전부 폐지해 달라고 요청드리는 겁니다,본격적인 특수 산업을 폐지해야 한다는 요구가 제기되었다,3.8,
11514,요즘 독립 다큐멘터리 영화가 많이 나오고 있어요,에고 영화보다는 다큐멘터리 같은데요,1.4,
11515,너무 웃겨 좋아,방금 여기서 나왔을 때 정말 재미있었어요,2.8,
11516,하지만 1달러라면 사야 할 거예요,그런데 스타일이 좋네,0.0,
11517,저절로 저려지기 시작했고 깨는 속성을 가지고 30분 동안 발을 다,카페에서 잠이 들었고 다시 일어나서 일을 시작했어요,1.0,
11518,조두순 아 해제 안 요청,조두순 순 씨한테 보고 안 해요,3.4,
11519,원본 이미지를 공유해 주시면 감사하다는 말씀드립니다,이 이미지의 원본 이미지를 공유해 주셔서 감사합니다,3.8,
11520,대학 다닐 때 이 영화를 내놨는데 내가,중학교 때 이 영화를 보고 있었는데 학년 때 봤는데 용암만 볼 정도로 신기했다,0.2,
11521,이 노래 너무 좋아,이게 내가 제일 좋아하는 노래야,1.8,
11522,좋은 공연이다,좋은 부분 감사합니다,1.2,
11523,국민청원 제도를 없애주셔야 합니다,청와대 국민청원제도를 없애자,4.2,
11524,전 대통령의 출판물 명예훼손 혐의로 기소된 당시 검찰청장의 행보를 보면 리버랜드 수사조차 믿을 수 없다,전 대통령의 경막 외 출판 혐의로 검찰 수사를 보고 계신다니 믿기지 않습니다,4.0,
11525,회사 근처에 사는 분들은 몸에 좋을 때 가셔야 합니다,제주도 좋으면 다시 가 고 싶어요,0.0,
11526,좋아 아주 좋아,잘 됐네 잘 됐네,4.0,
11527,글쎄 그 당시에는 재미있었어,그때는 정말 재미있었어요,3.8,
11528,네발의 남자로서 오피스 근처에서 이런 것을 처음 보였다는 착각으로 돌아다녔고 이런 것도 본 적이 없었다,네 발이니까 사무실도 가 봤고 역도 가봤는데 처음 보니까 놀라는 거야,2.8,
11529,대통령 중앙 박물관 사진을 보니,이 씨 생애 첫 재판에서 수갑이 없는 사진을 보면 사법부 경비원들도 썩어 버린다는 게 증거다,0.0,
11530,편집을 위해 블랙 베이츠에게 갔는데 편집을 했습니다,이지아 콤비네이션 실패,0.0,
11531,평론을 듣지 마,벌은 생각하지 마,0.0,
11532,aaa 조사 거부에 대한 귀하의 허락을 요청하고 싶습니다,드루킹 케이스는 잘 처리해 주세요,0.4,
11533,폴로를 얘기하지 않고 보는 게 더 재미있어요,기대해 본 적이 없지만 정말 지루해요,1.2,
11534,다시 전사 공방에,전사 워크숍에 가 시나요,1.8,
11535,아 알겠습니다 방금 구독을 누르았습니다,어머 나 왔어 나 왔어,0.0,
11536,너무 정확해서 놀랐어,되게 똑똑하지만 추워,0.0,
11537,연대 공이 클로즈업이 되면 중계 기술,못을 쏘는 도구,0.0,
11538,이 영화에 대해 모르는 사람들이 많이 있어요,이 영화가 나를 선원으로 만들었다,0.4,
11539,배우들의 공연은 영어가 긴하지만 굉장히 어색하게 느껴졌다,에릭 로버츠를 제외한 대부분의 배우들은 아이들에게 매우 어색한 연기 콘텐츠를 설정했다,2.4,
11540,근무 외 혜택을 취소해 주셨으면 합니다,동역학의 최저임금을 보장해 주셨으면 합니다,0.2,
11541,한 달도 안 됐는데 죄송합니다,너무 짧았어 너무 아쉽다,3.2,
11542,내 인생 최고의 판타지,제 인생에서 제일 좋은 여자예요,1.8,
11543,그냥 물어보고 싶었어요,아 그냥 물어보고 싶었어요,4.0,
11544,저는 부끄럽고 오늘 운동을 올릴 거예요,쑥스러운 노래를 추천해 드리려고 합니다,0.4,
11545,장난 아니야,스토리 연기 흥미 흐름,2.0,
11546,솔직히 말해서 한국 영화는 연기하는 거예요,연기하기에는 조금 안 좋은 거 알지만 노래가 다 커버해,1.2,
11547,법의 종료를 요청합니다,법의 종료를 요청합니다,2.8,
11548,정부 연금 차별이 없는 세상을 만들어 주셨으면 합니다,정부 연금 차별이 없는 세상을 만들어 주셨으면 합니다,4.6,
11549,이런 음악인 줄 알았어,나는 그가 타이핑을 정말 빨리하는 줄 알았어,0.4,
11550,남은 시간을 행복하게 보내세요,남은 시간도 즐겁게 보내세요,4.0,
11551,미국의 10배에 달하는 청원,징벌적 손해배상을 청구하는 청원은 미국의 10배에 달하는 200건이 가짜다,2.8,
11552,장애인을 어떻게 대해야 하는지 알아내주셔야 합니다,저는 당신이 당신의 사업을 알아내는 것을 도와 야 합니다,0.6,
11553,의료 보험이 증가하지 않습니다,다문화 정책에 어긋나,0.0,
11554,왜 이렇게 만들었지,왜 이렇게 만들었지,4.8,
11555,공익 서비스를 바탕으로 회사와 회사 공유 사인 세모 오너의 항공 사무소인 오말리 소쿠리 하사는 노노 터 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노 노,삼성 바이오 일시의 분포 배경에는 공중 의회와 재정 상태가 있다,0.0,
11556,청소년 보호 폐지 청원,청소년 보호 폐지 청원,5.0,
11557,아이고 나 여기 너무 좋아,정말 감사합니다,0.0,
11558,너무 짧아 아쉽다,너무 미 안 하고 화가 나,2.2,
11559,축하드립니다,축하드립니다,5.0,
11560,우리의 공유 문화가 채용과도 연결되고 있다는 반론입니다,아 이런 문화가 있네,0.6,
11561,위대한 나라를 다시 제향하는 방법을 제안합니다,나는 당신이 국가의 연금에 혁명을 일으키도록 노력할 것을 제안합니다,0.0,
11562,나만 있어,나만 웃겨,4.2,
11563,저는 항상 누아르 코믹스와 함께 공포 영화를 만듭니다,매일 노이어 만화로 지루한 공포 영화를 만들어요,2.2,
11564,곧 사라질 깃발을 세워,제 재킷을 벗겨주시거나 유니폼을 갈아입으셔야 해요,0.0,
11565,일주일에 한 번씩 2주에 한 번씩 모이면 재미있을 것 같아요,다음에는 울려 고 하는데 진짜 같이 뛰고 싶다,0.4,
11566,성매매를 합법화해 달라고 요청합니다,청소년 보호법을 닫아달라고 청원합니다,0.2,
11567,하암아 피곤하다 못 살까 봐,하암 씨 기분 안 좋으신 데의 살 값을 지불하고 싶지 않아요,4.0,
11568,명예훼손이 사실 일 때 제거해 달라고 요청하는 겁니다,사실 명예훼손이 폐지되기를 바랍니다,4.2,
11569,해석을 하겠다는 뜻이 아니었던 것 같아요,포스터에 딱딱한 얼굴 좀 봐,0.0,
11570,진짜 재미있었어요,너무 심심했어,0.8,
11571,원래의 작품과 다른 것을 극대화한다면 감동받아야 합니다,최소한 원작의 정신을 살렸어야 합니다,1.0,
11572,이 영화도 그렇긴 한데 잊지 않은 영화예요,나는 d들을 봤고 동물들을 보여주는 것을 보았지만 동물들도 없어요,0.0,
11573,내가 너무 시끄러워서 기 억 못하시겠어요,가장 기억에 남는 이야기는 번 아웃에 관한 이야기였습니다,1.0,
11574,완벽한 점수 야 정확한 영화,그게 제일 좋은 포인트야,3.0,
11575,영어 이름인 항 글 스트로 가자 영어 이름을 신 외에 신에게 맡기자,다 영어로 이름 지어보고 그 안에서 신을 빼자,2.2,
11576,생각지도 못한 미묘한 것에 놀랐습니다,소개를 듣고 놀랐어요,1.0,
11577,아 그런 거구나,오 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와 와,0.0,
11578,이를 단순화한 코드는 다음과 같다,그리고 그것에 대해 생각하는 방법은 이것이 바로 여기 이것과 같은 것이 될 것이라는 것입니다,2.0,
11579,먼저 테라스를 이용하시면 됩니다,음 그에게 좋은 맛을 내는 연습부터 시작하겠습니다,0.0,
11580,세금 청원이야,공직을 청원합니다,0.4,
11581,편리한 새우 패드 풀 블로 해삼 등 etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc etc,편리한 새우 복제품 이 밥 등 등 등 등 등 등 등 등 등등 등 등등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등 등등,4.4,
